典籍編號,典籍名稱,卷數,作譯者,type
T0452,佛說觀彌勒菩薩上生兜率天經,1,宋 沮渠京聲譯,text
T0453,佛說彌勒下生經,1,西晉 竺法護譯,text
T0454,佛說彌勒下生成佛經,1,後秦 鳩摩羅什譯,text
T0455,佛說彌勒下生成佛經,1,唐 義淨譯,text
T0456,佛說彌勒大成佛經,1,姚秦 鳩摩羅什譯,text
T0457,佛說彌勒來時經,1,失譯,text
T0458,文殊師利問菩薩署經,1,後漢 支婁迦讖譯,text
T0459,佛說文殊悔過經,1,西晉 竺法護譯,text
T0460,佛說文殊師利淨律經,1,西晉 竺法護譯,text
T0461,佛說文殊師利現寶藏經,2,西晉 竺法護譯,text
T0462,大方廣寶篋經,3,劉宋 求那跋陀羅譯,text
T0463,佛說文殊師利般涅槃經,1,西晉 聶道真譯,text
T0464,文殊師利問菩提經,1,姚秦 鳩摩羅什譯,text
T0465,伽耶山頂經,1,元魏 菩提流支譯,text
T0466,佛說象頭精舍經,1,隋 毘尼多流支譯,text
T0467,大乘伽耶山頂經,1,唐 菩提流志譯,text
T0468,文殊師利問經,2,梁 僧伽婆羅譯,text
T0469,文殊問經字母品第十四,1,唐 不空譯,text
T0470,佛說文殊師利巡行經,1,元魏 菩提流支譯,text
T0471,佛說文殊師利行經,1,隋 豆那掘多譯,text
T0472,佛說大乘善見變化文殊師利問法經,1,宋 天息災譯,text
T0473,佛說妙吉祥菩薩所問大乘法螺經,1,宋 法賢譯,text
T0474,佛說維摩詰經,2,吳 支謙譯,text
T0475,維摩詰所說經,3,姚秦 鳩摩羅什譯,text
T0476,說無垢稱經,6,唐 玄奘譯,text
T0477,佛說大方等頂王經,1,西晉 竺法護譯,text
T0478,大乘頂王經,1,梁 月婆首那譯,text
T0479,善思童子經,2,隋 闍那崛多譯,text
T0480,佛說月上女經,2,隋 闍那崛多譯,text
T0481,持人菩薩經,4,西晉 竺法護譯,text
T0482,持世經,4,姚秦 鳩摩羅什譯,text
T0483,三曼陀跋陀羅菩薩經,1,西晉 聶道真譯,text
T0484,不思議光菩薩所說經,1,後秦 鳩摩羅什譯,text
T0485,無所有菩薩經,4,隋 闍那崛多等譯,text
T0486,師子莊嚴王菩薩請問經,1,唐 那提譯,text
T0487,離垢慧菩薩所問禮佛法經,1,唐 那提譯,text
T0488,寶授菩薩菩提行經,1,宋 法賢譯,text
T0489,佛說除蓋障菩薩所問經,20,宋 法護等譯,text
T0490,佛說八大菩薩經,1,宋 法賢譯,text
T0491,六菩薩亦當誦持經,1,失譯,text
T0492a,佛說阿難問事佛吉凶經,1,後漢 安世高譯,text
T0492b,阿難問事佛吉凶經,1,後漢 安世高譯,text
T0493,佛說阿難四事經,1,吳 支謙譯,text
T0494,阿難七夢經,1,東晉 竺曇無蘭譯,text
T0495,佛說阿難分別經,1,乞伏秦 法堅譯,text
T0496,佛說大迦葉本經,1,西晉 竺法護譯,text
T0497,佛說摩訶迦葉度貧母經,1,劉宋 求那跋陀羅譯,text
T0498,佛說初分說經,2,宋 施護譯,text
T0499,佛為阿支羅迦葉自化作苦經,1,失譯,text
T0500,羅云忍辱經,1,西晉 法炬譯,text
T0501,佛說沙曷比丘功德經,1,西晉 法炬譯,text
T0502,佛為年少比丘說正事經,1,西晉 法炬譯,text
T0503,比丘避女惡名欲自殺經,1,西晉 法炬譯,text
T0504,比丘聽施經,1,東晉 曇無蘭譯,text
T0505,佛說隨勇尊者經,1,宋 施護等譯,text
T0506,犍陀國王經,1,後漢 安世高譯,text
T0507,佛說未生冤經,1,吳 支謙譯,text
T0508,阿闍世王問五逆經,1,西晉 法炬譯,text
T0509,阿闍世王授決經,1,西晉 法炬譯,text
T0510,採花違王上佛授決號妙花經,1,東晉 竺曇無蘭譯,text
T0511,佛說蓱沙王五願經,1,吳 支謙譯,text
T0512,佛說淨飯王般涅槃經,1,劉宋 沮渠京聲譯,text
T0513,佛說琉璃王經,1,西晉 竺法護譯,text
T0514,佛說諫王經,1,劉宋 沮渠京聲譯,text
T0515,如來示教勝軍王經,1,唐 玄奘譯,text
T0516,佛說勝軍王所問經,1,宋 施護譯,text
T0517,佛說末羅王經,1,劉宋 沮渠京聲譯,text
T0518,佛說旃陀越國王經,1,劉宋 沮渠京聲譯,text
T0519,佛說摩達國王經,1,劉宋 沮渠京聲譯,text
T0520,佛說薩羅國經,1,失譯,text
T0521,佛說梵摩難國王經,1,失譯,text
T0522,普達王經,1,失譯,text
T0523,佛說五王經,1,失譯,text
T0524,佛為優填王說王法政論經,1,唐 不空譯,text
T0525,佛說長者子懊惱三處經,1,後漢 安世高譯,text
T0526,佛說長者子制經,1,後漢 安世高譯,text
T0527,佛說逝童子經,1,西晉 支法度譯,text
T0528,佛說菩薩逝經,1,西晉 白法祖譯,text
T0529,佛說阿鳩留經,1,失譯,text
T0530,佛說須摩提長者經,1,吳 支謙譯,text
T0531,佛說長者音悅經,1,吳 支謙譯,text
T0532,私呵昧經,1,吳 支謙譯,text
T0533,菩薩生地經,1,吳 支謙譯,text
T0534,佛說月光童子經,1,西晉 竺法護譯,text
T0535,佛說申日經,1,西晉 竺法護譯,text
T0536,申日兒本經,1,劉宋 求那跋陀羅譯,text
T0537,佛說越難經,1,西晉 聶承遠譯,text
T0538,佛說呵雕阿那鋡經,1,東晉 竺曇無蘭譯,text
T0539,盧至長者因緣經,1,失譯,text
T0540a,佛說樹提伽經,1,劉宋 求那跋陀羅譯,text
T0540b,佛說樹提伽經,1,劉宋 求那跋陀羅譯,text
T0541,佛說佛大僧大經,1,劉宋 沮渠京聲譯,text
T0542,佛說耶祇經,1,劉宋 沮渠京聲譯,text
T0543,佛說巨力長者所問大乘經,3,宋 智吉祥等譯,text
T0544,辯意長者子經,1,後魏 法場譯,text
T0545,佛說德護長者經,2,隋 那連提耶舍譯,text
T0546,佛說金耀童子經,1,宋 天息災譯,text
T0547,大花嚴長者問佛那羅延力經,1,唐 般若共利言譯,text
T0548,佛說金光王童子經,1,宋 法賢譯,text
T0549,佛說光明童子因緣經,4,宋 施護譯,text
T0550,金色童子因緣經,12,宋 惟淨等譯,text
T0551,佛說摩鄧女經,1,後漢 安世高譯,text
T0552,佛說摩登女解形中六事經,1,失譯,text
T0553,佛說㮈女祇域因緣經,1,後漢 安世高譯,text
T0554,佛說奈女耆婆經,1,後漢 安世高譯,text
T0555a,五母子經,1,吳 支謙譯,text
T0555b,五母子經,1,吳 支謙譯,text
T0556,佛說七女經,1,吳 支謙譯,text
T0557,佛說龍施女經,1,吳 支謙譯,text
T0558,佛說龍施菩薩本起經,1,西晉 竺法護譯,text
T0559,佛說老女人經,1,吳 支謙譯,text
T0560,佛說老母女六英經,1,劉宋 求那跋陀羅譯,text
T0561,佛說老母經,1,失譯,text
T0562,佛說無垢賢女經,1,西晉 竺法護譯,text
T0563,佛說腹中女聽經,1,北涼 曇無讖譯,text
T0564,佛說轉女身經,1,劉宋 曇摩蜜多譯,text
T0565,順權方便經,2,西晉 竺法護譯,text
T0566,樂瓔珞莊嚴方便品經,1,姚秦 曇摩耶舍譯,text
T0567,佛說梵志女首意經,1,西晉 竺法護譯,text
T0568,有德女所問大乘經,1,唐 菩提流志譯,text
T0569,佛說心明經,1,西晉 竺法護譯,text
T0570,佛說賢首經,1,西秦 聖堅譯,text
T0571,佛說婦人遇辜經,1,乞伏秦 聖堅譯,text
T0572,佛說長者法志妻經,1,失譯,text
T0573,差摩婆帝授記經,1,元魏 菩提流支譯,text
T0574,佛說堅固女經,1,隋 那連提耶舍譯,text
T0575,佛說大方等修多羅王經,1,後魏 菩提流支譯,text
T0576,佛說轉有經,1,元魏 佛陀扇多譯,text
T0577,佛說大乘流轉諸有經,1,唐 義淨譯,text
T0578,無垢優婆夷問經,1,後魏 瞿曇般若流支譯,text
T0579,優婆夷淨行法門經,2,失譯,text
T0580,佛說長者女菴提遮師子吼了義經,1,失譯,text
T0581,佛說八師經,1,吳 支謙譯,text
T0582,佛說孫多耶致經,1,吳 支謙譯,text
T0583,佛說黑氏梵志經,1,吳 支謙譯,text
T0584,長爪梵志請問經,1,唐 義淨譯,text
T0585,持心梵天所問經,4,西晉 竺法護譯,text
T0586,思益梵天所問經,4,姚秦 鳩摩羅什譯,text
T0587,勝思惟梵天所問經,6,元魏 菩提流支譯,text
T0588,佛說須真天子經,4,西晉 竺法護譯,text
T0589,佛說魔逆經,1,西晉 竺法護譯,text
T0590,佛說四天王經,1,劉宋 智嚴共寶雲譯,text
T0591,商主天子所問經,1,隋 闍那崛多譯,text
T0592,天請問經,1,唐 玄奘譯,text
T0593,佛為勝光天子說王法經,1,唐 義淨譯,text
T0594,佛說大自在天子因地經,1,宋 施護譯,text
T0595,佛說嗟韈曩法天子受三歸依獲免惡道經,1,宋 法天譯,text
T0596,佛說天王太子辟羅經,1,失譯,text
T0597,龍王兄弟經,1,吳 支謙譯,text
T0598,佛說海龍王經,4,西晉 竺法護譯,text
T0599,佛為海龍王說法印經,1,唐 義淨譯,text
T0600,十善業道經,1,唐 實叉難陀譯,text
T0601,佛為娑伽羅龍王所說大乘經,1,宋 施護譯,text
T0602,佛說大安般守意經,2,後漢 安世高譯,text
T0603,陰持入經,2,後漢 安世高譯,text
T0604,佛說禪行三十七品經,1,後漢 安世高譯,text
T0605,禪行法想經,1,後漢 安世高譯,text
T0606,修行道地經,7,西晉 竺法護譯,text
T0607,道地經,1,僧伽羅剎造  後漢 安世高譯,text
T0608,小道地經,1,後漢 支曜譯,text
T0609,禪要經,1,失譯,text
T0610,佛說內身觀章句經,1,失譯,text
T0611,法觀經,1,西晉 竺法護譯,text
T0612,身觀經,1,西晉 竺法護譯,text
T0613,禪祕要法經,3,姚秦 鳩摩羅什等譯,text
T0614,坐禪三昧經,2,姚秦 鳩摩羅什譯,text
T0615,菩薩訶色欲法經,1,姚秦 鳩摩羅什譯,text
T0616,禪法要解,2,姚秦 鳩摩羅什譯,text
T0617,思惟略要法,1,姚秦 鳩摩羅什譯,text
T0618,達摩多羅禪經,2,東晉 佛陀跋陀羅譯,text
T0619,五門禪經要用法,1,佛陀蜜多撰  劉宋 曇摩蜜多譯,text
T0620,治禪病祕要法,2,劉宋 沮渠京聲譯,text
T0621,佛說佛印三昧經,1,後漢 安世高譯,text
T0622,佛說自誓三昧經,1,後漢 安世高譯,text
T0623,佛說如來獨證自誓三昧經,1,西晉 竺法護譯,text
T0624,佛說伅真陀羅所問如來三昧經,3,後漢 支婁迦讖譯,text
T0625,大樹緊那羅王所問經,4,姚秦 鳩摩羅什譯,text
T0626,佛說阿闍世王經,2,後漢 支婁迦讖譯,text
T0627,文殊支利普超三昧經,3,西晉 竺法護譯,text
T0628,佛說未曾有正法經,6,宋 法天譯,text
T0629,佛說放鉢經,1,闕譯,text
T0630,佛說成具光明定意經,1,後漢 支曜譯,text
T0631,佛說法律三昧經,1,吳 支謙譯,text
T0632,佛說慧印三昧經,1,吳 支謙譯,text
T0633,佛說如來智印經,1,失譯,text
T0634,佛說大乘智印經,5,宋 智吉祥等譯,text
T0635,佛說弘道廣顯三昧經,4,西晉 竺法護譯,text
T0636,無極寶三昧經,2,西晉 竺法護譯,text
T0637,佛說寶如來三昧經,2,東晉 祇多蜜譯,text
T0638,佛說超日明三昧經,2,西晉 聶承遠譯,text
T0639,月燈三昧經,10,高齊 那連提耶舍譯,text
T0640,佛說月燈三昧經,1,劉宋 先公譯,text
T0641,佛說月燈三昧經,1,劉宋 先公譯,text
T0642,佛說首楞嚴三昧經,2,姚秦 鳩摩羅什譯,text
T0643,佛說觀佛三昧海經,10,東晉 佛陀跋陀羅譯,text
T0644,佛說金剛三昧本性清淨不壞不滅經,1,失譯,text
T0645,不必定入定入印經,1,元魏 瞿曇般若流支譯,text
T0646,入定不定印經,1,唐 義淨譯,text
T0647,力莊嚴三昧經,3,隋 那連提耶舍譯,text
T0648,寂照神變三摩地經,1,唐 玄奘譯,text
T0649,觀察諸法行經,4,隋 闍那崛多譯,text
T0650,諸法無行經,2,姚秦 鳩摩羅什譯,text
T0651,佛說諸法本無經,3,隋 闍那崛多譯,text
T0652,佛說大乘隨轉宣說諸法經,3,宋 紹德等譯,text
T0653,佛藏經,3,姚秦 鳩摩羅什譯,text
T0654,佛說入無分別法門經,1,宋 施護譯,text
T0655,佛說勝義空經,1,宋 施護等譯,text
T0656,菩薩瓔珞經,14,姚秦 竺佛念譯,text
T0657,佛說華手經,10,姚秦 鳩摩羅什譯,text
T0658,寶雲經,7,梁 曼陀羅仙譯,text
T0659,大乘寶雲經,7,梁 曼陀羅仙共僧伽婆羅譯,text
T0660,佛說寶雨經,10,唐 達摩流支譯,text
T0661,大乘百福相經,1,唐 地婆訶羅譯,text
T0662,大乘百福莊嚴相經,1,唐 地婆訶羅譯,text
T0663,金光明經,4,北涼 曇無讖譯,text
T0664,合部金光明經,8,隋 寶貴合,text
T0665,金光明最勝王經,10,唐 義淨譯,text
T0666,大方等如來藏經,1,東晉 佛陀跋陀羅譯,text
T0667,大方廣如來藏經,1,唐 不空譯,text
T0668,佛說不增不減經,1,元魏 菩提流支譯,text
T0669,佛說無上依經,2,梁 真諦譯,text
T0670,楞伽阿跋多羅寶經,4,劉宋 求那跋陀羅譯,text
T0671,入楞伽經,10,元魏 菩提流支譯,text
T0672,大乘入楞伽經,7,唐 實叉難陀譯,text
T0673,大乘同性經,2,宇文周 闍那耶舍譯,text
T0674,證契大乘經,2,唐 地婆訶羅譯,text
T0675,深密解脫經,5,元魏 菩提流支譯,text
T0676,解深密經,5,唐 玄奘譯,text
T0677,佛說解節經,1,陳 真諦譯,text
T0678,相續解脫地波羅蜜了義經,1,劉宋 求那跋陀羅譯,text
T0679,相續解脫如來所作隨順處了義經,1,劉宋 求那跋陀羅譯,text
T0680,佛說佛地經,1,唐 玄奘譯,text
T0681,大乘密嚴經,3,唐 地婆訶羅譯,text
T0682,大乘密嚴經,3,唐 不空譯,text
T0683,佛說諸德福田經,1,西晉 法立法炬共譯,text
T0684,佛說父母恩難報經,1,後漢 安世高譯,text
T0685,佛說盂蘭盆經,1,西晉 竺法護譯,text
T0686,佛說報恩奉盆經,1,失譯,text
T0687,佛說孝子經,1,失譯,text
T0688,佛說未曾有經,1,失譯,text
T0689,甚希有經,1,唐 玄奘譯,text
T0690,佛說希有挍量功德經,1,隋 闍那崛多譯,text
T0691,最無比經,1,唐 玄奘譯,text
T0692,佛說作佛形像經,1,闕譯,text
T0693,佛說造立形像福報經,1,闕譯,text
T0694,佛說大乘造像功德經,2,唐 提雲般若譯,text
T0695,佛說灌洗佛形像經,1,西晉 法炬譯,text
T0696,佛說摩訶剎頭經,1,西秦 聖堅譯,text
T0697,佛說浴像功德經,1,唐 寶思惟譯,text
T0698,浴佛功德經,1,唐 義淨譯,text
T0699,佛說造塔功德經,1,唐 地婆訶羅譯,text
T0700,右繞佛塔功德經,1,唐 實叉難陀譯,text
T0701,佛說溫室洗浴眾僧經,1,後漢 安世高譯,text
T0702,佛說施燈功德經,1,高齊 那連提耶舍譯,text
T0703,燈指因緣經,1,姚秦 鳩摩羅什譯,text
T0704,佛說樓閣正法甘露鼓經,1,宋 天息災譯,text
T0705,佛說布施經,1,宋 法賢譯,text
T0706,佛說五大施經,1,宋 施護等譯,text
T0707,佛說出家功德經,1,失譯,text
T0708,了本生死經,1,吳 支謙譯,text
T0709,佛說稻芉經,1,闕譯,text
T0710,慈氏菩薩所說大乘緣生稻𦼮喻經,1,唐 不空譯,text
T0711,大乘舍黎娑擔摩經,1,宋 施護譯,text
T0712,佛說大乘稻芉經,1,失譯,text
T0713,貝多樹下思惟十二因緣經,1,吳 支謙譯,text
T0714,緣起聖道經,1,唐 玄奘譯,text
T0715,佛說舊城喻經,1,宋 法賢譯,text
T0716,緣生初勝分法本經,2,隋 達摩笈多譯,text
T0717,分別緣起初勝法門經,2,唐 玄奘譯,text
T0718,佛說分別緣生經,1,宋 法天譯,text
T0719,十二緣生祥瑞經,2,宋 施護譯,text
T0720,無明羅剎集,3,失譯,text
T0721,正法念處經,70,元魏 瞿曇般若流支譯,text
T0722,妙法聖念處經,8,宋 法天譯,text
T0723,分別業報略經,1,大勇菩薩撰  劉宋 僧伽跋摩譯,text
T0724,佛說罪業應報教化地獄經,1,後漢 安世高譯,text
T0725,佛說六道伽陀經,1,宋 法天譯,text
T0726,六趣輪迴經,1,馬鳴菩薩集  宋 日稱等譯,text
T0727,十不善業道經,1,馬鳴菩薩集  宋 日稱等譯,text
T0728,諸法集要經,10,觀無畏尊者集  宋 日稱等譯,text
T0729,佛說分別善惡所起經,1,後漢 安世高譯,text
T0730,佛說處處經,1,後漢 安世高譯,text
T0731,佛說十八泥犁經,1,後漢 安世高譯,text
T0732,佛說罵意經,1,後漢 安世高譯,text
T0733,佛說堅意經,1,後漢 安世高譯,text
T0734,佛說鬼問目連經,1,後漢 安世高譯,text
T0735,佛說四願經,1,吳 支謙譯,text
T0736,佛說四自侵經,1,西晉 竺法護譯,text
T0737,所欲致患經,1,西晉 竺法護譯,text
T0738,佛說分別經,1,西晉 竺法護譯,text
T0739,佛說慢法經,1,西晉 法炬譯,text
T0740,佛說頞多和多耆經,1,失譯,text
T0741,五苦章句經,1,東晉 竺曇無蘭譯,text
T0742,佛說自愛經,1,東晉 竺曇無蘭譯,text
T0743,佛說忠心經,1,東晉 竺曇無蘭譯,text
T0744,佛說除恐災患經,1,乞伏秦 聖堅譯,text
T0745,佛說雜藏經,1,東晉 法顯譯,text
T0746,餓鬼報應經,1,失譯,text
T0747a,佛說罪福報應經,1,劉宋 求那跋陀羅譯,text
T0747b,佛說輪轉五道罪福報應經,1,劉宋 求那跋陀羅譯,text
T0748,佛說護淨經,1,失譯,text
T0749,佛說因緣僧護經,1,失譯,text
T0750,沙彌羅經,1,失譯,text
T0751a,佛說五無反復經,1,劉宋 沮渠京聲譯,text
T0751b,佛說五無返復經,1,劉宋 沮渠京聲譯,text
T0752,佛說五無返復經,1,劉宋 沮渠京聲譯,text
T0753,十二品生死經,1,劉宋 求那跋陀羅譯,text
T0754,佛說未曾有因緣經,2,蕭齊 曇景譯,text
T0755,佛說淨意優婆塞所問經,1,宋 施護譯,text
T0756,佛說八無暇有暇經,1,唐 義淨譯,text
T0757,佛說身毛喜豎經,3,宋 惟淨等譯,text
T0758,佛說諸行有為經,1,宋 法天譯,text
T0759,佛說較量壽命經,1,宋 天息災譯,text
T0760,惟日雜難經,1,吳 支謙譯,text
T0761,佛說法集經,6,元魏 菩提流支譯,text
T0762,佛說決定義經,1,宋 法賢譯,text
T0763,佛說法乘義決定經,3,宋 金總持等譯,text
T0764,佛說法集名數經,1,宋 施護譯,text
T0765,本事經,7,唐 玄奘譯,text
T0766,佛說法身經,1,宋 法賢譯,text
T0767,佛說三品弟子經,1,吳 支謙譯,text
T0768,三慧經,1,失譯,text
T0769,佛說四輩經,1,西晉 竺法護譯,text
T0770,佛說四不可得經,1,西晉 竺法護譯,text
T0771,四品學法經,1,劉宋 求那跋陀羅譯,text
T0772,大乘四法經,1,唐 地婆訶羅譯,text
T0773,佛說菩薩修行四法經,1,唐 地婆訶羅譯,text
T0774,大乘四法經,1,唐 實叉難陀譯,text
T0775,佛說四無所畏經,1,宋 施護譯,text
T0776,佛說四品法門經,1,宋 法賢譯,text
T0777,佛說賢者五福德經,1,西晉 白法祖譯,text
T0778,佛說菩薩內習六波羅蜜經,1,後漢 嚴佛調譯,text
T0779,佛說八大人覺經,1,後漢 安世高譯,text
T0780,佛說十力經,1,唐 勿提提犀魚譯,text
T0781,佛說佛十力經,1,宋 施護等譯,text
T0782,佛說十號經,1,宋 天息災譯,text
T0783,佛說十二頭陀經,1,劉宋 求那跋陀羅譯,text
T0784,四十二章經,1,後漢 迦葉摩騰共法蘭譯,text
T0785,得道梯橙錫杖經,1,失譯,text
T0786,佛說木槵子經,1,失譯,text
T0787,曼殊室利呪藏中校量數珠功德經,1,唐 義淨譯,text
T0788,佛說校量數珠功德經,1,唐 寶思惟譯,text
T0789,金剛頂瑜伽念珠經,1,唐 不空譯,text
T0790,佛說孛經抄,1,吳 支謙譯,text
T0791,佛說出家緣經,1,後漢 安世高譯,text
T0792,佛說法受塵經,1,後漢 安世高譯,text
T0793,佛說佛醫經,1,吳 竺律炎共支越譯,text
T0794a,佛說時非時經,1,西晉 若羅嚴譯,text
T0794b,佛說時非時經,1,西晉 若羅嚴譯,text
T0795,佛治身經,1,失譯,text
T0796,佛說見正經,1,東晉 竺曇無蘭譯,text
T0797a,佛說貧窮老公經,1,劉宋 慧簡譯,text
T0797b,佛說貧窮老公經,1,劉宋 慧簡譯,text
T0798,佛說進學經,1,劉宋 沮渠京聲譯,text
T0799,佛說略教誡經,1,唐 義淨譯,text
T0800,佛說無上處經,1,失譯,text
T0801,佛說無常經,1,唐 義淨譯,text
T0802,佛說信解智力經,1,宋 法賢譯,text
T0803,佛說清淨心經,1,宋 施護等譯,text
T0804,佛說解憂經,1,宋 法天譯,text
T0805,佛說栴檀樹經,1,失譯,text
T0806,佛說枯樹經,1,"",text
T0807,佛說內藏百寶經,1,後漢 支婁迦讖譯,text
T0808,佛說犢子經,1,吳 支謙譯,text
T0809,佛說乳光佛經,1,西晉 竺法護譯,text
T0810,諸佛要集經,2,西晉 竺法護譯,text
T0811,佛說決定總持經,1,西晉 竺法護譯,text
T0812,菩薩行五十緣身經,1,西晉 竺法護譯,text
T0813,佛說無希望經,1,西晉 竺法護譯,text
T0814,佛說象腋經,1,劉宋 曇摩蜜多譯,text
T0815,佛昇忉利天為母說法經,3,西晉 竺法護譯,text
T0816,佛說道神足無極變化經,4,西晉 安法欽譯,text
T0817,佛說大淨法門經,1,西晉 竺法護譯,text
